ITEM_NAME,TYPE
Ritter Sport 瑞 特斯 波德 德国 进口 巧克力 婚庆 喜糖 什锦 口味 多 口味 混 多 口味 混合,食品/饮料/酒水    进口食品    糖果/巧克力
香港 奇华饼 家 蝴蝶 酥 礼盒 原装 进口 天然 奶油 纯手工 千层 酥 饼干,食品/饮料/酒水    进口食品    休闲零食
马来西亚 进口 可康 cocon 减糖 多 口味 果冻 布丁 六 碗装,食品/饮料/酒水    进口食品    休闲零食
美国进口 Jello 杰乐 果冻 粉 烘焙 DIY 休闲 小 零食 橙味,食品/饮料/酒水    进口食品    休闲零食
台湾 进口 零食 张君雅 小妹妹 系列 办公室 休闲 零 食品 十种 口味 可 选 袋装 BBQ 点心 面五连包,食品/饮料/酒水    进口食品    休闲零食
泰国 进口 小 老板 紫菜 零食 脆 海苔 卷 烧烤 味 香脆 海苔 卷 盒装 独立 包装,食品/饮料/酒水    进口食品    休闲零食
菲律宾 进口 宿雾 CEBU 宿务 芒果 干 袋 送 女友 送 小孩 礼物,食品/饮料/酒水    进口食品    休闲零食
张君雅 小妹妹 草莓 巧克力 甜甜 圈 日式 串烧 丸子 维力 特产 台湾 进口 膨化 休闲 零 食品 墨西哥 辣鸡 点心 面,食品/饮料/酒水    进口食品    休闲零食
聚福鲜 印尼 虾片 袋 袋,食品/饮料/酒水    进口食品    休闲零食
惠宜亚 花梨 实木 衣帽架 厚重 挂衣架 卧室 客厅 挂 衣服 专用,食品/饮料/酒水    进口食品    休闲零食
惠宜 现代 简约 沙发 边 几 时尚 火烧 石角 几 大理石 方几 小 休闲 茶几,食品/饮料/酒水    进口食品    休闲零食
泰国 进口 大哥 花生豆 大 罐装 东南亚 风味 大哥 花生米 芥末 味,食品/饮料/酒水    进口食品    休闲零食
ZEK 芝士 味 玉米 味 鳕鱼 肠 奶酪 味 鳕鱼 肉肠 海鲜 肠 韩国 进口 宝宝 零 食品 玉米 味,食品/饮料/酒水    进口食品    休闲零食
味好 美 嫩肉 粉 烧烤 烤肉 料 生粉 淀粉 勾 芡粉 腌肉 料 香辛料 炖汤 炒菜 调料,食品/饮料/酒水    粮油调味    调味品
乌江 美味 萝卜干 袋 涪陵 榨菜 下 饭菜 酱腌菜 咸菜 泡菜 腌制 小菜,食品/饮料/酒水    粮油调味    调味品
鱼泉 双椒脆 榨菜 包装,食品/饮料/酒水    粮油调味    调味品
海底 捞 麻辣 香锅 调味料 袋,食品/饮料/酒水    粮油调味    调味品
希杰 大喜 大 烤肉酱 韩国 包饭 酱 烧烤 腌料 意 面 酱料 酱 香味,食品/饮料/酒水    粮油调味    调味品
欣 和 竹笙 裙带 酱汤 淡 酱香 即食 人 份 日式 酱汤,食品/饮料/酒水    粮油调味    调味品
CASANOVA 摩德纳 香脂 醋 陈酿 意大利 原装 进口 桑木 窖藏,食品/饮料/酒水    粮油调味    调味品
欣 和 遵循 自然 黄贡椒 辣椒酱 拌 食蘸料 烹烧 佐餐 零 添加,食品/饮料/酒水    粮油调味    调味品
宜宾 芽菜 长条 装 盒 四川 调味 下 饭菜 做 宜宾 燃面 佐料,食品/饮料/酒水    粮油调味    调味品
五间坊 豆豉 盒 四川 特产 调料 原味,食品/饮料/酒水    粮油调味    调味品
黔贵 尚品 贵州 龙 食品 橄榄油 无骨 辣子鸡 辣椒 油 辣椒酱 辣子 酱 贵州 特产 瓶装,食品/饮料/酒水    粮油调味    调味品
王家 渡福辣 牛肉 酱 香辣 酱 调味酱 拌 面酱 瓶,食品/饮料/酒水    粮油调味    调味品
度 虎 桥牌 红粮液 七两 烧 浓香型 粮食 酿造 白酒 两 瓶装,食品/饮料/酒水    粮油调味    调味品
太阳神 金菇 口服液 瓶 支 盒,食品/饮料/酒水    粮油调味    调味品
虎标 桂花 黑糖 瓶 黑 糖块 老 红糖 红糖,食品/饮料/酒水    粮油调味    调味品
牯牛 峰 榨菜 丝 农家 榨菜 风味 小菜 特色 酱菜 健康 美味,食品/饮料/酒水    粮油调味    调味品
岭南 美食 馆 如 丰美 食 香辣 萝卜 爽脆 萝卜 香脆 萝卜 酱菜 下 饭菜 增城 特产 包邮 罐 礼盒装,食品/饮料/酒水    粮油调味    调味品
尼罗非 花椒粉 克,食品/饮料/酒水    粮油调味    调味品
新奥尔良 蜜汁 法式 黑椒 孜然 腌制 料 烤鸡 翅 腌料 烧烤 调料 香料 组合 袋 调味料 烧烤 料,食品/饮料/酒水    粮油调味    调味品
百味 斋生 姜汁 毫升,食品/饮料/酒水    粮油调味    调味品
王家 渡 火锅 底料 酱料 烤鱼 料 袋,食品/饮料/酒水    粮油调味    调味品
酷福 手工 黑糖 口味 可 选 速溶 黑糖 特产 甘蔗 黑糖 玫瑰 黑糖 罐,食品/饮料/酒水    粮油调味    调味品
家乐 新 一品 鲜 鸡精 调味料 调味品 炒菜 料 汤料 佐料 鲜美 汤料 袋装,食品/饮料/酒水    粮油调味    调味品
俄罗斯 进口 厚生 辣椒酱 号 辣椒酱,食品/饮料/酒水    粮油调味    调味品
云南 特产 古 法 黑 糖块 罐 手工 玫瑰 黑糖 姜茶 红糖 月 子 糖 黑糖 姜母 茶 多 口味 可 选 阿胶 黑糖,食品/饮料/酒水    粮油调味    调味品
味达 美味 极鲜 酱油 黄豆 特级 酱油 无 防腐剂,食品/饮料/酒水    粮油调味    调味品
德庄 火锅 底料 重庆火锅 料蘸料 清油 辣辣,食品/饮料/酒水    粮油调味    调味品
七果果 海天 味极鲜 鲜 炒菜 酿造 酱油 去腥 好 味道 AU,食品/饮料/酒水    粮油调味    调味品
Florihana 芝麻油 滋润 基础 按摩 油,食品/饮料/酒水    粮油调味    调味品
皇城 老妈 四川火锅 底料 麻辣 火锅 蘸 料 四种 口味 可 选 一品 藤椒,食品/饮料/酒水    粮油调味    调味品
上海 鼎丰 陈酿 米醋 香醋 食用 醋 调味品 凉拌 炒菜 调味料 佐料 瓶装,食品/饮料/酒水    粮油调味    调味品
眉州 东坡 王家 渡 系列 金牌 福 辣酱 专柜 四川 特产 食品 美食,食品/饮料/酒水    粮油调味    调味品
岭南 美食 馆 寮 步 美味 东莞 特产 豆瓣酱 黄豆 酱 传统 调味品 拌 面酱 调味酱 料 蘸 酱 瑶柱 黄豆 酱,食品/饮料/酒水    粮油调味    调味品
继电器 JQC 宏发 超小型 大功率 全新 原装,食品/饮料/酒水    粮油调味    方便食品
德 和 卤 鹌鹑蛋 罐头 地道 云南 美食 特产 新鲜 罐头 送礼 佳品,食品/饮料/酒水    粮油调味    方便食品
特色美食 国华 食品 国华 美食 快乐 七天 休闲 丸子 约 袋 花生 牛奶 味,食品/饮料/酒水    粮油调味    方便食品
新美香 番茄 蛋花汤 休闲 方便 零食 速食 蔬菜汤 芙蓉 鲜蔬 汤料 袋,食品/饮料/酒水    粮油调味    方便食品
云南 特产 德 和 豆沙 八宝饭 罐头 克 团圆饭 糯米饭,食品/饮料/酒水    粮油调味    方便食品
辛 拉面 香菇 牛肉面 煮面 整箱 美味 良友 便利,食品/饮料/酒水    粮油调味    方便食品
双汇 香辣 香脆 肠 台式 烤肠 爆炒 肠 趣儿 玉米 热狗 肠 泡面 拍档 肉类 零食 小吃 玉米 风味 肠,食品/饮料/酒水    粮油调味    方便食品
妈咪 MAMEE 鸡汤 冬阴功 胡椒 味多 口味 选快 熟面 连包 马来西亚 进口 方便面 泡面 素食 胡椒 味 火辣 咖喱 味,食品/饮料/酒水    粮油调味    方便食品
冠生园 方便面 麻辣味 干脆 面 泡面 干 吃 方便面 方便 食品,食品/饮料/酒水    粮油调味    方便食品
西班牙 进口 Isabel 伊莎贝尔 金枪鱼 罐头 蔬菜 罐头 番茄酱 浸 金枪鱼 罐头,食品/饮料/酒水    粮油调味    方便食品
网耕 部落 独头 黑蒜 礼盒装,食品/饮料/酒水    粮油调味    方便食品
韩国 进口 九日 牌 方便面 韩国 泡面 海鲜 拌面 五 袋装,食品/饮料/酒水    粮油调味    方便食品
韩国 进口 农心 拉面 农心 油炸 日式 乌冬杯面 速食 方便面 食品 碗面 含 油面筋 不辣 拉面 杯面,食品/饮料/酒水    粮油调味    方便食品
幸运 方便面 红烧 排骨面 蟹黄 面 泡面 干脆 面煮面 方便面 包 整箱 装 方便 速食 蟹黄 面 袋 箱,食品/饮料/酒水    粮油调味    方便食品
白家 阿宽 红油 燃面 干 拌面 方便 速食 四川 特产 袋装 袋,食品/饮料/酒水    粮油调味    方便食品
双汇 玉米 热狗 肠 支,食品/饮料/酒水    粮油调味    方便食品
河南 馆 白象 方便面 大辣娇 招牌 剁 椒 鱼头 方便面 泡面 整箱 连包,食品/饮料/酒水    粮油调味    方便食品
幸运 方便面 脆脆 香 干脆 面干 吃面 三 口味 休闲 零食 番茄 味,食品/饮料/酒水    粮油调味    方便食品
古龙 食品 GULONG 特制 香焖 花生 微波 速食 快餐 零食 特产 自热 食品,食品/饮料/酒水    粮油调味    方便食品
双汇 火腿肠 整箱 鱼 肉肠 上 选 鸡腿 王 智品 牛肉 王 马可波罗 鸡肉 肠 王中王 优级 火腿 整箱 双汇 加钙 双汇 王 克 包 整箱,食品/饮料/酒水    粮油调味    方便食品
鲜得味 金枪鱼 罐头 泰国 进口 茄汁 口味 罐,食品/饮料/酒水    粮油调味    方便食品
印尼 进口 kara 佳乐 椰浆 椰汁 烘焙 甜点 西米露 原装,食品/饮料/酒水    粮油调味    烘焙原料
安琪 酵母 面包 粉伊仕 特多 谷物 面包 预拌 粉 克,食品/饮料/酒水    粮油调味    烘焙原料
披萨 原料 套餐 食谱 高筋 面粉 披萨 酱 马苏 里拉 奶酪 酵母 披萨 饼 寸 披萨 饼 套餐,食品/饮料/酒水    粮油调味    烘焙原料
满减 包 烘焙 原料 新良 低筋 面粉 优质 小麦粉 蛋糕 粉 低筋粉,食品/饮料/酒水    粮油调味    烘焙原料
禾煜 莲子 干货 广昌 无芯 莲籽 袋,食品/饮料/酒水    粮油调味    南北干货
林彦达 有机 野生 元蘑 克 东北 特产 蘑菇 黄 蘑冬蘑 干货 食用菌,食品/饮料/酒水    粮油调味    南北干货
伊 河桥 红薯 粉条 礼盒 豫乡园 河南 洛阳 特产 伊川 粉条,食品/饮料/酒水    粮油调味    南北干货
中粮 山萃 山珍 干菌 桶装 银耳 干货 食用菌,食品/饮料/酒水    粮油调味    南北干货
徽珍 香菇 花菇 冬菇 金钱 菇 干 香菇 干货 山珍 特产 冬菇,食品/饮料/酒水    粮油调味    南北干货
祺 汇 膳品 新品 限量 销售 健康 营养 膳食 陈年 溪沃花 胶筒 白花 胶,食品/饮料/酒水    粮油调味    南北干货
绿帝 宁夏 贡果 枸杞 干货 特产 干货 绿帝 枸杞,食品/饮料/酒水    粮油调味    南北干货
方家 铺子 海蛎 干 袋 福建 莆田 海产 干货 牡蛎 干,食品/饮料/酒水    粮油调味    南北干货
老爷 岭 猴头菇 盒 野生 香菇 蘑菇 礼盒,食品/饮料/酒水    粮油调味    南北干货
绿帝 黄 牛肝菌 云南 土特产 牛 杆菌 食用菌 干货 送礼 佳品,食品/饮料/酒水    粮油调味    南北干货
名望 福建 特产 霞浦 海带 海带丝 海产 干货 克 袋 袋,食品/饮料/酒水    粮油调味    南北干货
前进 开门红 年货 海鲜 干货 礼盒 大礼包 过节 送礼 福建 特产 包邮,食品/饮料/酒水    粮油调味    南北干货
祺 汇 膳品 陈年 斗湖 鳘 鱼胶 花胶 鱼鳔 鱼肚 罕有 货个 大 厚实,食品/饮料/酒水    粮油调味    南北干货
谛品 居 山珍 干菌 礼盒 南北 干货 菌品 雅韵,食品/饮料/酒水    粮油调味    南北干货
红井源 内蒙古 压榨 一级 亚麻 籽油 食用 胡麻 油 升 我 是 大 医生 推荐,食品/饮料/酒水    粮油调味    食用油
易 贝斯特 特级 初榨 橄榄油 礼盒装 中国 福 礼盒 商务 馈赠 送礼,食品/饮料/酒水    粮油调味    食用油
绿帝 浓香 调和油 花生 调和油 花生油,食品/饮料/酒水    粮油调味    食用油
欧 贝拉 橄榄油 瓶装 西班牙 原装 进口 儿童 用油 初榨 橄榄油,食品/饮料/酒水    粮油调味    食用油
阜 丰维益 多鲜 胚 玉米油 VE 多 健康 多 非 转基因 一级 压榨,食品/饮料/酒水    粮油调味    食用油
STAR 星牌 地中海 甘露 礼盒 进口 西班牙 特级 初榨 橄榄油 瓶,食品/饮料/酒水    粮油调味    食用油
金龙鱼 油 精炼 一级 食用油 大豆油,食品/饮料/酒水    粮油调味    食用油
SABA HABIB 萨 巴哈 比 以色列 原装 进口 特级 初榨 冷压 橄榄油 食用油 绿标,食品/饮料/酒水    粮油调味    食用油
哈根达斯 冰激凌 种 口味 混合 装 杯装,食品/饮料/酒水    食品礼券    卡券
克莉丝 汀 Christine 蛋糕 面包 券 现金 券 型 张 江浙沪 皖 通用 年 到期,食品/饮料/酒水    食品礼券    卡券
资和信 卡们 百礼 挑 一 星座卡 商 通卡 购物 卡 全国 通用 礼品 卡 沃尔玛 家乐福 购物 卡 之 十二 星座 狮子座 面值,食品/饮料/酒水    食品礼券    卡券
好利来 提货 卡 蛋糕 卡 会员卡 面值,食品/饮料/酒水    食品礼券    卡券
型 礼品 册 臻 味 礼品 册 礼品 卡 端午 礼品 提货 券 食品 提货 卡 自选 册 粽子 券,食品/饮料/酒水    食品礼券    卡券
味多美 蛋糕 提货 卡 节日 送礼 福利 团购 元,食品/饮料/酒水    食品礼券    卡券
稻香村 型 食品 套餐 礼品 卡册 礼品券 粽子 礼盒 礼券 端午 提货 卡券 稻香村 粽子 券 宅配 卡,食品/饮料/酒水    食品礼券    卡券
米旗 品瑞 粽 粽子 礼盒 浙江 嘉兴 特产 端午节 礼品 蜜枣 粽 鲜肉 粽 豆沙 粽 菠萝 粽,食品/饮料/酒水    食品礼券    粽子
稻香村 御之满 稻香 龙 粽 袋 粽子 礼盒 端午节 礼品 粽 小枣 棕 鲜肉 粽,食品/饮料/酒水    食品礼券    粽子
北京 全聚德 仿膳 食品 方便 食品 红烧 丸子,食品/饮料/酒水    食品礼券    粽子
鲜品 屋 粽子 礼盒装 端午节 礼品 真空 大 粽 裹 蒸 飘香 kg,食品/饮料/酒水    食品礼券    粽子
三全 粽子 礼盒装 嘉兴 风味 特产 粽子 端午 蛋黄 鲜肉 蜜枣 豆沙 八宝 鸿运 端午 礼盒 蜜枣 猪肉 豆沙,食品/饮料/酒水    食品礼券    粽子
优佰味 冠生园 新冠 端午 祥瑞 粽子 礼盒 端午节 礼品 粽 豌豆 腊肉 粽 板栗 鲜肉 粽,食品/饮料/酒水    食品礼券    粽子
月 盛斋 清真 粽子 礼盒 佳香 粽 礼盒,食品/饮料/酒水    食品礼券    粽子
端午 粽子 礼盒 鲜品 屋蒸香 满溢 粽子 绿豆 冰糕,食品/饮料/酒水    食品礼券    粽子
五芳斋 大米 珍珠米 五芳 传香 装 东北 大米 黑龙江 宝清 五芳 传香 珍珠米,食品/饮料/酒水    食品礼券    粽子
君健 JUNJIAN 竹炭 粽子 挂件 居室 车用 净化 空气 端午节 粽子 挂饰,食品/饮料/酒水    食品礼券    粽子
嘉庆 斋 粽子 礼盒 印象 江南 个 粽子 蛋黄 鲜肉 粽 端午节 礼品 嘉兴 特产,食品/饮料/酒水    食品礼券    粽子
三全 粽子 新鲜 粽子 三只 装 端午节 真空 装 嘉兴 风味 特产 八宝 粽,食品/饮料/酒水    食品礼券    粽子
粽子 稻香村 端午 袋装 真空 散 粽子 只 多 口味 选包 邮 八宝 粽,食品/饮料/酒水    食品礼券    粽子
稻香村 散 粽子 真空包装 装 豆沙 粽,食品/饮料/酒水    食品礼券    粽子
粽子 礼盒 情系 端午节 礼品 多 口味 组合 熟制 真空 袋装 包邮 团购 优惠,食品/饮料/酒水    食品礼券    粽子
全聚德 粽子 礼盒 仿膳 御礼 只 端午节 礼品盒 蜜枣 蛋黄 肉 火腿肉 豆沙,食品/饮料/酒水    食品礼券    粽子
葡韵 澳门 特产 休闲 零食 杏仁 饼 杏香 原味,食品/饮料/酒水    休闲食品    饼干蛋糕
三辉 麦风软 面包 法式 面包 早餐 糕点 点心 零食 特产,食品/饮料/酒水    休闲食品    饼干蛋糕
十月初 五饼 家 红糖 鸡蛋 卷 盒装 休闲 零食 下午茶 零嘴 小吃,食品/饮料/酒水    休闲食品    饼干蛋糕
徐州 特产 富德 芝麻 片 精制 麻片 白芝麻 片 香脆 可口 克 袋,食品/饮料/酒水    休闲食品    饼干蛋糕
Gullon 谷优 消化 饼干 西班牙 进口 粗粮 饼干 金黄 脆 饼干 进口 零食 酥性 饼干 消化 饼 饼干,食品/饮料/酒水    休闲食品    饼干蛋糕
格力 高 菜园 小饼 装饰 饼干 色拉 虾味,食品/饮料/酒水    休闲食品    饼干蛋糕
利拉 焦糖 饼干 焦糖 味 饼干 克 比利时 风味 独特 配方 美味 糕点,食品/饮料/酒水    休闲食品    饼干蛋糕
乐天 Lotte ZEC 杰克 咸味 饼干 盒 韩国 进口 休闲 零食,食品/饮料/酒水    休闲食品    饼干蛋糕
四川 特产 椒盐 冰桔 红糖 三种 口味 各一筒 国琳 麻饼 每筒 个,食品/饮料/酒水    休闲食品    饼干蛋糕
厦门 特产 小吃 黄则 和 桔红 糕 包 橘红 糕 厦门 鼓浪屿 伴手 礼 原味,食品/饮料/酒水    休闲食品    饼干蛋糕
康师傅 苏打 夹心饼干 果酱 夹心 巧克力 咖啡 牛奶 味 香脆 可口 袋装 下午 茶点心 抹 茶,食品/饮料/酒水    休闲食品    饼干蛋糕
慕滋 黄金 一品 蛋 酥 原味 蛋 酥 饼干 糕点 心 kg 箱 休闲 点心 糕点 点心 零 食品 巧克力 味,食品/饮料/酒水    休闲食品    饼干蛋糕
慕丝妮 肉松 饼 整箱 原厂 整箱 约 个 福建 特产 慕斯妮 糕点 零 食品,食品/饮料/酒水    休闲食品    饼干蛋糕
四川 凉山 特产 正中 小 荞饼 蓉 沙味 红沙味 苦荞 饼 传统 糕点 心 蓉 沙味,食品/饮料/酒水    休闲食品    饼干蛋糕
康师傅 彩笛卷 鸡蛋 卷 休闲 膨化 卷心 酥 夹心 果酱 盒 小虎队 巧克力 巧克力 味,食品/饮料/酒水    休闲食品    饼干蛋糕
康元 包 怀旧 零食 回忆 中 的 美食 经典 香脆 可口 怀旧 零 食品 巧脆 片 香鸡味,食品/饮料/酒水    休闲食品    饼干蛋糕
康师傅 酥松 饼干 夹心 奶油 饼干 花生 巧克力 奶油 饼干 下午 茶点心 办公室 零 食品 巧克力 味,食品/饮料/酒水    休闲食品    饼干蛋糕
功德林 传统 糕点 饼干 开口笑 一口 酥 金果 京果 油枣 酥饼 素食 点心 茶点 上海 特产 椒盐 一口 酥,食品/饮料/酒水    休闲食品    饼干蛋糕
徐福 记 蜂蜜 磨堡 蛋糕 休闲 食品 早餐 糕点 零食 精选 休闲 小吃,食品/饮料/酒水    休闲食品    饼干蛋糕
友臣 肉松 饼 葱 香味 块 福建 特产 一鼎 美食,食品/饮料/酒水    休闲食品    饼干蛋糕
慕滋 MUZI 黑糖 方块酥 盒 台湾 特产 糕点 制作 台湾 特产 芝麻 味,食品/饮料/酒水    休闲食品    饼干蛋糕
好丽友 韩国 进口 零 食品 CROWN 可 拉奥 奶油 草莓 巧克力 夹心饼干 可 瑞安 山 都 饼干 奶油,食品/饮料/酒水    休闲食品    饼干蛋糕
回头客 华夫饼 整箱 零食 点心 饼干 面包 蛋糕 小吃 休闲 食品,食品/饮料/酒水    休闲食品    饼干蛋糕
包邮 格力 高 百力 滋 装饰 饼干 盒 种 口味 任选 办公室 休闲 零食 盒白 脱味,食品/饮料/酒水    休闲食品    饼干蛋糕
江中 集团 猴姑 饼干 天量 酥性 饼干 原味,食品/饮料/酒水    休闲食品    饼干蛋糕
格力 高百力 滋 饼干 微辣 比萨 味,食品/饮料/酒水    休闲食品    饼干蛋糕
百夫长 希腊 进口 饼干 液态 巧克力 奶油 夹心 曲奇饼 干 黑 可可 榛子 奶油味,食品/饮料/酒水    休闲食品    饼干蛋糕
格力 高百奇 涂层 棒状 装饰 饼干 休闲 零食 手指 饼干 蜜桃 味,食品/饮料/酒水    休闲食品    饼干蛋糕
马卡龙 香港 进口 淮山 苏打 罐装 饼干 办公室 儿童 小朋友 课间 休闲 营养 早餐 小吃 零食 三罐,食品/饮料/酒水    休闲食品    饼干蛋糕
鑫 康佳 品 木糖醇 糕点 组合 礼包 单个 装无 蔗糖 食品 南瓜饼 肉松 饼 手 撕包 等 面包 糕点 木糖醇 食品 手 撕包 原味,食品/饮料/酒水    休闲食品    饼干蛋糕
康师傅 夹心 卷 巧克力 夹心 鸡蛋 卷 休闲 特产 零 食品 克 下午茶 儿童 喜爱 牛奶 味 膨化 零 食品 香草 牛奶 味 其他,食品/饮料/酒水    休闲食品    饼干蛋糕
真田 华富 麻薯 袋 台式 点心 糕点 零食 特产 种 口味 可 选 红豆 味,食品/饮料/酒水    休闲食品    饼干蛋糕
达利 园 蓝蒂堡 曲奇饼 干 铁盒 礼盒装 丹麦 风味 曲奇饼 干 糕点 酥饼 休闲 零食 下午茶 喜庆 红,食品/饮料/酒水    休闲食品    饼干蛋糕
正宗 micmak 法国 马卡龙 只装 礼盒 甜点 蛋糕 西式 糕点 礼盒 红色 礼盒 红色 礼盒,食品/饮料/酒水    休闲食品    饼干蛋糕
森鲜 水果 班戟 千层 蛋糕 手工 制作 口感 好 生日蛋糕 榴莲 蛋糕 水果 蛋糕 寸 海椰 寸,食品/饮料/酒水    休闲食品    饼干蛋糕
正 成功 螺旋藻 软 心曲 奇 牛奶 蔓越莓 味 夹心 曲奇饼 干 休闲 零食 糕点,食品/饮料/酒水    休闲食品    饼干蛋糕
康师傅 苏打 夹心饼干 袋 办公室 休闲 小吃 早餐 零 食品 大礼包 组合 口味 袋,食品/饮料/酒水    休闲食品    饼干蛋糕
好利来 柠檬 蛋糕 冰凉 清爽 细腻 柔软 顺丰 派送,食品/饮料/酒水    休闲食品    饼干蛋糕
台湾 进口 零 食品 雪 之恋 麻薯 三 叔公 手造 可 冰冻 麻薯 团 春季 踏青 红豆 味 麻薯,食品/饮料/酒水    休闲食品    饼干蛋糕
天 兴隆 绿豆 饼 盒 广东 特产 绿豆 馅饼 豆沙 糕点 点心 小吃 零食,食品/饮料/酒水    休闲食品    饼干蛋糕
榴莲 肉 越南 味 ABD 榴莲 饼 榴莲 酥 传统 糕点 零食 点心 斤装,食品/饮料/酒水    休闲食品    饼干蛋糕
珍爱 焦糖 饼干 比利时 原装 进口 办公室 儿童 小朋友 课间 休闲 营养 早餐 小吃 零食 礼品,食品/饮料/酒水    休闲食品    饼干蛋糕
优乐麦 干 烙 蛋糕 烘烤 饼干 零食 恋奶味,食品/饮料/酒水    休闲食品    饼干蛋糕
预售 多 鲜牛奶 蛋糕 三明治 面包 口袋 面包 整箱 早餐 好搭档 搭配 午后 小点心 下午茶 休闲 零食 三明治 牛奶 蛋羹 味 夹心,食品/饮料/酒水    休闲食品    饼干蛋糕
鑫 康佳 品 木糖醇 燕麦 巧克力 散 无 蔗糖 食品 巧克力 零食 糖果,食品/饮料/酒水    休闲食品    饼干蛋糕
七果果 无糖 粗粮 饼干 礼盒 送人 浙江 特产 年货 大礼包 产地 直发 BN,食品/饮料/酒水    休闲食品    饼干蛋糕
嘉士利 果乐 果香 果酱 味 夹心饼干 四种 味道 任选 休闲 零食 果乐 果香 饼干 草莓 味,食品/饮料/酒水    休闲食品    饼干蛋糕
徐福 记皮 酥 馅 柔 包馅 酥 包心 果味 酥 零食 糕点 香橙 酥,食品/饮料/酒水    休闲食品    饼干蛋糕
京东 配送 货到付款 友臣 肉松 饼 福建 特产 中秋月饼 糕点 休闲 零食 友臣 果粒 吐司面包 多 规格 可 选 肉松 饼 个,食品/饮料/酒水    休闲食品    饼干蛋糕
焙朗 早餐 饼 酥性 饼干 混合 莓 果味,食品/饮料/酒水    休闲食品    饼干蛋糕
稻香村 老 北京 特产 蜜 麻花 袋 小 麻花 传统 糕点 心 免 运费 零食 原味 果仁 味,食品/饮料/酒水    休闲食品    饼干蛋糕
正 成功 馅饼 糕点 任选 休闲 食品 糕点 饼干 馅饼 厦门 鼓浪屿 特产 海苔 蛋卷 盒,食品/饮料/酒水    休闲食品    饼干蛋糕
低糖 无糖 食品 专卖店 老 布特 木糖醇 早餐 奶香 面包 袋 休闲 零食 早餐 糕点,食品/饮料/酒水    休闲食品    饼干蛋糕
老 布特 木糖醇 无糖 沙琪玛 无 蔗糖 糕点 无糖 食品 无 蔗糖 高血糖 中老年 糖尿病人 食品 袋 多味,食品/饮料/酒水    休闲食品    饼干蛋糕
厦门 特产 零 食品 慕丝妮 礼盒 麻花 香葱 味,食品/饮料/酒水    休闲食品    饼干蛋糕
五分 文 正 成功 心 馅饼 椰果 味 盒 手工 馅饼 休闲 零食 厦门 特产 盒,食品/饮料/酒水    休闲食品    饼干蛋糕
全国 包邮 日本 进口 北海道 白色 恋人 巧克力 夹心饼干 零食 大礼包 送 男 女友 生日 七夕 情人节 礼物 枚 装,食品/饮料/酒水    休闲食品    饼干蛋糕
BIANDO 蓝莓 味 夹心饼干 包装 酥脆 夹心 休闲 零 食品 蓝色,食品/饮料/酒水    休闲食品    饼干蛋糕
谛品 居 年货 坚果 干果 礼盒 进口 美之尊典 KG,食品/饮料/酒水    休闲食品    坚果炒货
新农 哥 什锦 果仁 坚果 零食,食品/饮料/酒水    休闲食品    坚果炒货
天 喔 精 炒 世家 琥珀 核桃仁 包 袋装 纸 皮山 核桃仁 坚果 新货,食品/饮料/酒水    休闲食品    坚果炒货
精 炒 世家 煮 瓜子 清菊香 瓜子 坚果 炒货 葵花籽 休闲 零食,食品/饮料/酒水    休闲食品    坚果炒货
金鸽 瓜子 陕西 特产 多味 葵花子 炒 瓜子 批发 克,食品/饮料/酒水    休闲食品    坚果炒货
栗源 金袋 板栗 仁 河北 特产 食品 甘栗仁,食品/饮料/酒水    休闲食品    坚果炒货
汪记 巴西 松子 罐 原味 壳 薄易 剥手 剥 松子 坚果 零食,食品/饮料/酒水    休闲食品    坚果炒货
姚生记 临安 特产 山 核桃仁 袋奶 香味 坚果 炒货,食品/饮料/酒水    休闲食品    坚果炒货
野娃 紫薯 花生 花生仁,食品/饮料/酒水    休闲食品    坚果炒货
新农 哥 开口 松子 袋 原味 坚果 炒货,食品/饮料/酒水    休闲食品    坚果炒货
美国进口 Mauna Loa 夏威夷 果仁 盐 焗 口味 罐 礼盒装 混合,食品/饮料/酒水    休闲食品    坚果炒货
苏 太太 奶香 花生米 花生 炒货 袋,食品/饮料/酒水    休闲食品    坚果炒货
甘源牌 经典 休闲 零食 炒货 小袋 包装 包 多 口味 自选 蟹 香味 炒米,食品/饮料/酒水    休闲食品    坚果炒货
自然 开口 休闲 零食 坚果 开心果 克 罐 开心果 原味,食品/饮料/酒水    休闲食品    坚果炒货
悠享 佳 土耳其 榛子 仁 原味 生 烘焙 熟 袋 无壳 干 坚果 休闲 零食 原味,食品/饮料/酒水    休闲食品    坚果炒货
洽洽 葵珍 瓜子 坚果 炒货 原味 五 香味 葵花籽 袋 原味 袋,食品/饮料/酒水    休闲食品    坚果炒货
百草 味 话梅 西瓜子 坚果 炒货 休闲 零食 颗粒 饱满,食品/饮料/酒水    休闲食品    坚果炒货
悠享 佳 食品 开心 果仁 原味 真空 装 零食 坚果 天然 原味 生 量 贩装,食品/饮料/酒水    休闲食品    坚果炒货
鲜品 屋 干果 礼盒 天天 坚果 每日 坚果 干果 礼盒 组合 干果 新年 大礼包,食品/饮料/酒水    休闲食品    坚果炒货
白 老大 斗山 杏仁 桶装 坚果 零食 山西 特产 休闲 食品 多 口味 奶 香味 多味,食品/饮料/酒水    休闲食品    坚果炒货
